observation_hour,speed,rpm,acceleration,throttle_position,engine_temperature,engine_load_value,heart_rate,current_weather,visibility,precipitation,accidents_onsite,design_speed,accidents_time,risk_level,label_source
15.0,66.0,2393.0,-1.0800000000000003,26.3,99.0,17.599999999999994,65.0,8.999999999999998,7.999999999999998,2.3999999999999977,0.999999999999988,90.0,0.0,1,expert_verified
15.0,53.0,1910.0,-1.88,25.09999999999999,99.0,18.399999999999995,66.0,8.999999999999998,7.999999999999998,2.3999999999999977,2.999999999999989,90.0,0.0,1,expert_verified
15.0,25.000000000000004,1028.9999999999998,-0.9500000000000004,23.1,99.0,27.8,64.0,8.999999999999998,7.999999999999998,2.3999999999999977,9.99999999999998,90.0,0.0,1,expert_verified
15.0,13.999999999999996,1199.9999999999998,-0.5099999999999998,22.699999999999992,100.0,21.999999999999996,65.0,8.999999999999998,7.999999999999998,2.3999999999999977,23.999999999999982,90.0,0.0,1,expert_verified
15.0,41.0,2059.0,0.7800000000000004,25.899999999999988,104.0,19.19999999999999,63.0,8.999999999999998,7.999999999999998,2.3999999999999977,101.0,90.0,0.0,1,expert_verified
15.0,53.99999999999999,2757.0,0.0,27.5,98.0,17.299999999999994,63.0,8.999999999999998,7.999999999999998,2.3999999999999977,2.999999999999989,90.0,1.0,1,expert_verified
15.0,57.0,2876.0,0.0,27.8,96.0,15.3,65.0,8.999999999999998,7.999999999999998,2.3999999999999977,3.999999999999977,80.0,1.0,1,expert_verified
15.0,59.0,3002.0,-0.24,28.2,91.0,15.7,65.0,8.999999999999998,7.999999999999998,2.3999999999999977,6.999999999999991,70.0,1.0,1,expert_verified
15.0,66.0,2363.0,0.4899999999999996,26.7,83.0,17.599999999999994,66.0,8.999999999999998,7.999999999999998,2.3999999999999977,5.999999999999978,90.0,0.0,1,expert_verified
15.0,69.0,2477.0,-0.6100000000000004,27.1,79.0,17.999999999999993,63.0,8.999999999999998,7.999999999999998,2.3999999999999977,1.999999999999976,90.0,0.0,1,expert_verified
15.0,47.99999999999999,2412.0,0.9699999999999996,82.00000000000001,82.0,82.0,65.0,8.999999999999998,7.999999999999998,2.3999999999999977,82.99999999999999,90.0,9.0,2,expert_verified
15.0,49.0,2459.0,1.12,82.00000000000001,82.0,82.4,65.0,8.999999999999998,7.999999999999998,2.3999999999999977,82.0,90.0,9.0,2,expert_verified
15.0,63.99999999999999,2318.0,-0.24,82.00000000000001,90.0,81.6,66.0,8.999999999999998,7.999999999999998,2.3999999999999977,2.999999999999989,70.0,0.0,1,expert_verified
15.0,61.0,3128.0000000000005,0.2800000000000002,73.29999999999998,92.0,85.9,67.0,8.999999999999998,7.999999999999998,2.3999999999999977,1.999999999999976,70.0,0.0,1,expert_verified
15.0,77.0,2219.0,-0.9300000000000002,25.899999999999988,80.0,17.999999999999993,69.0,5.999999999999999,16.1,0.2999999999999976,7.999999999999979,80.0,1.0,1,expert_verified
15.0,77.0,2207.0,-0.3699999999999996,25.899999999999988,80.0,17.999999999999993,69.0,5.999999999999999,16.1,0.2999999999999976,7.999999999999979,80.0,1.0,1,expert_verified
15.0,86.0,2476.0,0.2600000000000001,27.5,78.0,19.19999999999999,65.0,5.999999999999999,16.1,0.2999999999999976,3.999999999999977,90.0,0.0,1,expert_verified
15.0,87.0,2534.0,0.0,57.3,78.0,80.8,65.0,5.999999999999999,16.1,0.2999999999999976,1.999999999999976,90.0,0.0,1,expert_verified
15.0,69.0,2490.0,-0.1299999999999997,38.0,86.0,56.9,68.0,8.999999999999998,16.1,2.3999999999999977,8.999999999999991,70.0,0.0,1,expert_verified
15.0,66.0,2380.0,-0.2600000000000001,26.3,98.0,19.6,66.0,8.999999999999998,16.1,2.3999999999999977,8.999999999999991,70.0,0.0,1,expert_verified
15.0,0.0,895.9999999999995,-0.9899999999999998,21.2,93.0,24.3,68.0,6.999999999999997,6.4,1.5,93.0,50.0,3.0,2,expert_verified
15.0,12.999999999999998,1971.0,0.9399999999999998,27.8,95.0,26.3,74.0,6.999999999999997,6.4,1.5,94.0,50.0,3.0,2,expert_verified
15.0,0.0,895.9999999999995,0.0,20.39999999999999,95.0,26.3,73.0,6.999999999999997,6.4,1.5,95.0,50.0,3.0,2,expert_verified
15.0,0.9999999999999968,1762.0,0.0,26.7,95.0,26.3,70.0,6.999999999999997,6.4,1.5,95.0,50.0,3.0,2,expert_verified
15.0,0.0,1560.9999999999998,-0.19,36.49999999999999,95.0,26.3,73.0,6.999999999999997,6.4,1.5,95.0,50.0,3.0,2,expert_verified
15.0,30.0,2535.0,0.0,28.6,95.0,26.3,78.0,6.999999999999997,6.4,1.5,92.0,50.0,3.0,2,expert_verified
15.0,11.99999999999999,1153.0,-1.3000000000000005,48.99999999999999,95.0,26.3,81.0,8.999999999999998,16.1,2.3999999999999977,8.999999999999991,70.0,0.0,1,expert_verified
15.0,9.999999999999996,1288.0,-2.4800000000000004,23.5,95.0,26.3,78.0,6.999999999999997,6.4,1.5,96.0,50.0,3.0,2,expert_verified
15.0,0.0,906.0,0.0,20.8,95.0,26.3,78.0,6.999999999999997,6.4,1.5,96.0,50.0,3.0,2,expert_verified
15.0,0.0,906.0,0.0,20.39999999999999,95.0,26.3,75.0,6.999999999999997,6.4,1.5,96.0,50.0,3.0,2,expert_verified
15.0,27.99999999999999,1230.9999999999995,-0.8100000000000002,28.6,95.0,26.3,67.0,6.999999999999997,6.4,1.5,95.0,70.0,4.0,2,expert_verified
15.0,41.0,1516.9999999999995,0.5299999999999999,82.00000000000001,95.0,26.3,69.0,6.999999999999997,6.4,1.5,93.0,70.0,4.0,2,expert_verified
15.0,47.99999999999999,1752.0,0.4899999999999996,80.8,95.0,26.3,72.0,6.999999999999997,6.4,1.5,71.0,70.0,4.0,2,expert_verified
15.0,86.0,2464.0,-0.2800000000000002,26.7,95.0,26.3,65.0,5.999999999999999,16.1,0.2999999999999976,2.999999999999989,50.0,0.0,1,expert_verified
15.0,78.0,2235.0,-0.3699999999999996,82.00000000000001,95.0,26.3,64.0,5.999999999999999,16.1,0.2999999999999976,1.999999999999976,90.0,0.0,1,expert_verified
15.0,63.99999999999999,2320.0,-0.24,82.00000000000001,95.0,26.3,63.0,5.999999999999999,16.1,0.2999999999999976,2.999999999999989,90.0,0.0,1,expert_verified
15.0,59.0,2137.0,-0.24,82.00000000000001,95.0,26.3,65.0,5.999999999999999,16.1,0.2999999999999976,5.999999999999978,60.0,0.0,1,expert_verified
15.0,55.0,1976.0,-0.24,81.2,95.0,26.3,65.0,8.999999999999998,16.1,2.3999999999999977,8.999999999999991,70.0,0.0,1,expert_verified
15.0,63.99999999999999,2308.0,0.0,34.1,95.0,26.3,65.0,5.999999999999999,16.1,0.2999999999999976,14.999999999999996,90.0,1.0,1,expert_verified
15.0,85.0,2427.0,-0.36,26.7,95.0,26.3,67.0,8.999999999999998,7.999999999999998,2.3999999999999977,3.999999999999977,70.0,0.0,1,expert_verified
15.0,88.0,2523.0,0.2699999999999998,27.1,95.0,26.3,66.0,8.999999999999998,7.999999999999998,2.3999999999999977,2.999999999999989,70.0,0.0,1,expert_verified
15.0,72.0,2596.0,-0.2499999999999997,82.00000000000001,95.0,26.3,70.0,8.999999999999998,7.999999999999998,2.3999999999999977,1.999999999999976,90.0,0.0,1,expert_verified
15.0,63.0,2279.0000000000005,-0.5200000000000002,82.00000000000001,95.0,26.3,68.0,8.999999999999998,7.999999999999998,2.3999999999999977,3.999999999999977,90.0,0.0,1,expert_verified
15.0,37.0,1904.0,0.2199999999999998,82.00000000000001,95.0,26.3,71.0,8.999999999999998,16.1,2.3999999999999977,8.999999999999991,70.0,0.0,1,expert_verified
15.0,53.99999999999999,2770.0,-0.5000000000000001,67.79999999999998,95.0,26.3,68.0,8.999999999999998,7.999999999999998,2.3999999999999977,2.999999999999989,90.0,1.0,1,expert_verified
15.0,23.99999999999999,1987.0,0.9300000000000002,77.6,95.0,26.3,68.0,8.999999999999998,7.999999999999998,2.3999999999999977,103.0,90.0,0.0,1,expert_verified
15.0,23.99999999999999,1986.0,0.1699999999999999,33.7,95.0,26.3,71.0,8.999999999999998,7.999999999999998,2.3999999999999977,104.0,90.0,5.999999999999999,2,expert_verified
15.0,59.99999999999999,2211.0,0.2499999999999997,29.4,95.0,26.3,71.0,8.999999999999998,7.999999999999998,2.3999999999999977,9.99999999999998,90.0,0.0,1,expert_verified
15.0,65.0,2375.0,0.3199999999999997,33.7,95.0,26.3,69.0,8.999999999999998,7.999999999999998,2.3999999999999977,1.999999999999976,90.0,0.0,1,expert_verified
15.0,67.0,1941.0,0.1999999999999997,24.7,95.0,26.3,70.0,8.999999999999998,7.999999999999998,2.3999999999999977,0.0,90.0,0.0,1,expert_verified
15.0,91.0,2606.0,-0.24,38.4,95.0,26.3,64.0,8.999999999999998,7.999999999999998,2.3999999999999977,15.999999999999982,80.0,0.0,2,expert_verified
15.0,72.0,2593.0,-0.67,78.4,95.0,26.3,67.0,8.999999999999998,7.999999999999998,2.3999999999999977,6.999999999999991,90.0,0.0,1,expert_verified
15.0,59.0,2152.9999999999995,-0.36,73.69999999999999,95.0,26.3,68.0,8.999999999999998,7.999999999999998,2.3999999999999977,7.999999999999979,70.0,0.0,1,expert_verified
15.0,53.99999999999999,1954.0,0.0,81.6,95.0,26.3,69.0,8.999999999999998,7.999999999999998,2.3999999999999977,6.999999999999991,90.0,2.0,1,expert_verified
15.0,74.0,2680.0,0.0,82.00000000000001,95.0,26.3,70.0,8.999999999999998,7.999999999999998,2.3999999999999977,3.999999999999977,70.0,0.0,1,expert_verified
15.0,74.0,2692.0,0.0,82.00000000000001,95.0,26.3,69.0,8.999999999999998,7.999999999999998,2.3999999999999977,4.99999999999999,90.0,1.0,1,expert_verified
15.0,43.99999999999999,1617.0,-0.5200000000000002,23.1,95.0,26.3,64.0,8.999999999999998,7.999999999999998,2.3999999999999977,15.999999999999982,80.0,2.0,1,expert_verified
15.0,41.99999999999999,1515.0,0.0,22.4,95.0,26.3,66.0,8.999999999999998,7.999999999999998,2.3999999999999977,15.999999999999982,60.0,0.0,1,expert_verified
15.0,39.99999999999999,1441.9999999999998,0.24,22.0,95.0,26.3,66.0,8.999999999999998,7.999999999999998,2.3999999999999977,13.999999999999982,60.0,0.0,1,expert_verified
15.0,50.00000000000001,1832.0,-1.2900000000000005,24.7,95.0,26.3,66.0,8.999999999999998,7.999999999999998,2.3999999999999977,3.999999999999977,70.0,0.0,1,expert_verified
15.0,47.99999999999999,1749.0,-0.79,23.9,95.0,26.3,68.0,8.999999999999998,7.999999999999998,2.3999999999999977,3.999999999999977,50.0,0.0,1,expert_verified
16.0,72.0,2625.0,-1.0100000000000002,27.5,95.0,26.3,68.0,5.999999999999999,16.1,4.699999999999999,19.999999999999982,70.0,1.0,2,expert_verified
16.0,47.0,1703.9999999999998,0.48,82.00000000000001,95.0,26.3,70.0,5.999999999999999,16.1,4.699999999999999,36.99999999999999,90.0,1.0,2,expert_verified
16.0,51.99999999999999,1879.0,0.6100000000000004,82.00000000000001,95.0,26.3,69.0,5.999999999999999,16.1,4.699999999999999,59.99999999999998,70.0,2.0,2,expert_verified
16.0,68.00000000000001,2434.0,0.5200000000000002,31.8,95.0,26.3,69.0,5.999999999999999,16.1,4.699999999999999,33.99999999999999,70.0,1.0,2,expert_verified
16.0,69.0,2506.0,0.2699999999999998,32.5,95.0,26.3,69.0,5.999999999999999,16.1,4.699999999999999,28.99999999999998,90.0,2.0,1,expert_verified
16.0,66.0,2378.0,-0.79,26.7,95.0,26.3,69.0,5.999999999999999,16.1,4.699999999999999,14.999999999999996,70.0,1.0,1,expert_verified
16.0,45.0,1644.0,-0.4200000000000003,30.59999999999999,95.0,26.3,68.0,5.999999999999999,16.1,1.2999999999999985,105.0,60.0,7.999999999999999,2,expert_verified
16.0,49.0,1781.9999999999998,-0.2699999999999998,33.3,95.0,26.3,68.0,5.999999999999999,16.1,1.2999999999999985,186.0,60.0,15.999999999999998,2,expert_verified
16.0,55.99999999999999,2023.0,0.5099999999999998,81.6,95.0,26.3,68.0,5.999999999999999,16.1,1.2999999999999985,186.0,60.0,17.0,2,expert_verified
16.0,61.0,3112.0,0.67,82.00000000000001,95.0,26.3,67.0,5.999999999999999,16.1,4.699999999999999,12.999999999999996,50.0,9.0,3,expert_verified
16.0,53.99999999999999,1965.0,0.0,82.00000000000001,95.0,26.3,68.0,5.999999999999999,16.1,4.699999999999999,10.999999999999991,90.0,1.0,1,expert_verified
16.0,45.0,1731.9999999999998,-0.2800000000000002,80.8,95.0,26.3,68.0,5.999999999999999,16.1,4.699999999999999,13.999999999999982,70.0,1.0,1,expert_verified
16.0,47.99999999999999,2461.0,0.0,57.6,95.0,26.3,64.0,5.999999999999999,16.1,4.699999999999999,16.999999999999996,60.0,2.0,1,expert_verified
16.0,58.00000000000001,2083.0,0.2499999999999997,82.00000000000001,95.0,26.3,68.0,5.999999999999999,16.1,4.699999999999999,56.99999999999999,60.0,4.999999999999999,2,expert_verified
16.0,59.99999999999999,2178.0,0.0,82.00000000000001,95.0,26.3,67.0,5.999999999999999,16.1,4.699999999999999,87.0,80.0,5.999999999999999,2,expert_verified
16.0,65.0,2359.0,0.0,82.00000000000001,95.0,26.3,71.0,5.999999999999999,16.1,4.699999999999999,9.99999999999998,80.0,0.0,1,expert_verified
16.0,55.99999999999999,2027.0,0.0,32.89999999999999,95.0,26.3,66.0,5.999999999999999,16.1,4.699999999999999,8.999999999999991,90.0,0.0,1,expert_verified
16.0,55.0,2008.0,-0.2600000000000001,38.0,95.0,26.3,66.0,5.999999999999999,16.1,4.699999999999999,10.999999999999991,90.0,0.0,1,expert_verified
16.0,65.0,2371.0000000000005,0.0,82.00000000000001,95.0,26.3,69.0,5.999999999999999,16.1,4.699999999999999,3.999999999999977,90.0,0.0,1,expert_verified
16.0,67.0,2425.9999999999995,0.24,82.00000000000001,95.0,26.3,68.0,5.999999999999999,16.1,4.699999999999999,2.999999999999989,90.0,0.0,1,expert_verified
16.0,72.0,2594.0,0.0,82.00000000000001,95.0,26.3,67.0,5.999999999999999,16.1,1.2999999999999985,7.999999999999979,90.0,0.0,1,expert_verified
16.0,73.0,2634.0,0.1999999999999997,76.5,95.0,26.3,66.0,5.999999999999999,16.1,4.699999999999999,8.999999999999991,70.0,1.0,2,expert_verified
16.0,78.0,2808.0,0.2499999999999997,40.0,95.0,26.3,63.0,5.999999999999999,16.1,1.2999999999999985,4.99999999999999,80.0,0.0,1,expert_verified
16.0,75.99999999999999,2753.0,-0.1499999999999998,82.00000000000001,95.0,26.3,68.0,5.999999999999999,16.1,1.2999999999999985,9.99999999999998,90.0,2.0,1,expert_verified
16.0,75.99999999999999,2752.0,-0.1800000000000003,82.00000000000001,95.0,26.3,68.0,5.999999999999999,16.1,1.2999999999999985,11.99999999999998,90.0,2.0,1,expert_verified
16.0,80.0,2895.0,-0.1999999999999997,80.4,95.0,26.3,68.0,5.999999999999999,16.1,1.2999999999999985,10.999999999999991,80.0,2.0,1,expert_verified
16.0,74.0,2124.0,-0.4500000000000002,31.8,95.0,26.3,68.0,5.999999999999999,16.1,1.2999999999999985,11.99999999999998,90.0,1.0,1,expert_verified
16.0,69.0,1971.0,0.0,52.89999999999999,95.0,26.3,66.0,5.999999999999999,16.1,1.2999999999999985,245.0,90.0,15.999999999999998,2,expert_verified
16.0,71.0,2035.0,0.2499999999999997,81.6,95.0,26.3,66.0,5.999999999999999,16.1,1.2999999999999985,246.0,90.0,15.999999999999998,2,expert_verified
16.0,80.0,2300.0,0.0,82.00000000000001,95.0,26.3,65.0,5.999999999999999,16.1,1.2999999999999985,245.0,90.0,15.999999999999998,2,expert_verified
16.0,84.00000000000001,2410.0,0.2499999999999997,43.10000000000001,95.0,26.3,67.0,5.999999999999999,16.1,1.2999999999999985,253.00000000000003,90.0,14.0,2,expert_verified
16.0,63.99999999999999,2308.0,0.0,82.00000000000001,95.0,26.3,69.0,5.999999999999999,16.1,1.2999999999999985,9.99999999999998,80.0,0.0,1,expert_verified
16.0,75.0,2156.0,0.2499999999999997,39.6,95.0,26.3,68.0,5.999999999999999,16.1,1.2999999999999985,31.0,90.0,1.0,1,expert_verified
16.0,69.0,2499.0,-0.2899999999999999,82.00000000000001,95.0,26.3,68.0,5.999999999999999,16.1,1.2999999999999985,124.0,90.0,4.0,2,expert_verified
16.0,71.0,2041.0,0.0,79.6,95.0,26.3,60.0,5.999999999999999,16.1,1.2999999999999985,33.99999999999999,90.0,1.0,1,expert_verified
16.0,69.0,2510.0,0.0,82.00000000000001,95.0,26.3,70.0,5.999999999999999,16.1,4.699999999999999,8.999999999999991,70.0,1.0,1,expert_verified
16.0,71.0,2548.0,-0.2600000000000001,70.6,95.0,26.3,71.0,5.999999999999999,16.1,1.2999999999999985,23.999999999999982,90.0,0.0,1,expert_verified
16.0,75.0,2704.0,0.24,38.4,95.0,26.3,69.0,5.999999999999999,16.1,1.2999999999999985,24.99999999999997,70.0,0.0,1,expert_verified
16.0,75.99999999999999,2759.0000000000005,0.0,70.2,95.0,26.3,69.0,5.999999999999999,16.1,1.2999999999999985,23.999999999999982,70.0,0.0,1,expert_verified
